_id,Date,covid19_cases_unvac,covid19_cases_partial_vac,covid19_cases_notfull_vac,covid19_cases_full_vac,covid19_cases_boost_vac,covid19_cases_vac_unknown,cases_unvac_rate_per100K,cases_partial_vac_rate_per100K,cases_notfull_vac_rate_per100K,cases_full_vac_rate_per100K,cases_boost_vac_rate_per100K,cases_unvac_rate_7ma,cases_partial_vac_rate_7ma,cases_notfull_vac_rate_7ma,cases_full_vac_rate_7ma,cases_boost_vac_rate_7ma
264,2022-04-29T00:00:00,,,268,544,1775,173,,,9.93,11.35,24.51,,,12.91,12.06,26.59
265,2022-04-30T00:00:00,,,310,548,1763,178,,,11.49,11.43,24.34,,,12.10,11.57,25.28
266,2022-05-01T00:00:00,,,269,431,1441,102,,,9.98,9.00,19.88,,,10.91,10.43,22.95
267,2022-05-02T00:00:00,,,160,226,826,63,,,5.94,4.72,11.39,,,10.41,9.86,22.09
268,2022-05-03T00:00:00,,,199,251,952,145,,,7.39,5.24,13.13,,,10.01,9.70,21.74
269,2022-05-04T00:00:00,,,277,429,1626,156,,,10.29,8.97,22.40,,,9.81,9.25,21.10
270,2022-05-05T00:00:00,,,283,451,1767,199,,,10.52,9.43,24.33,,,9.36,8.59,20.00
271,2022-05-06T00:00:00,,,250,440,1562,166,,,9.29,9.21,21.50,,,9.27,8.29,19.57
272,2022-05-07T00:00:00,,,229,395,1377,163,,,8.51,8.27,18.94,,,8.85,7.83,18.80
273,2022-05-08T00:00:00,,,220,339,1285,94,,,8.18,7.10,17.67,,,8.59,7.56,18.48
274,2022-05-09T00:00:00,,,167,219,777,43,,,6.21,4.59,10.68,,,8.63,7.54,18.38
275,2022-05-10T00:00:00,,,161,210,623,95,,,5.99,4.40,8.56,,,8.43,7.42,17.73
276,2022-05-11T00:00:00,,,221,355,1289,130,,,8.23,7.45,17.70,,,8.13,7.21,17.05
277,2022-05-12T00:00:00,,,228,403,1396,133,,,8.49,8.46,19.16,,,7.84,7.07,16.32
278,2022-05-13T00:00:00,,,212,370,1264,123,,,7.90,7.77,17.34,,,7.64,6.86,15.72
279,2022-05-14T00:00:00,,,165,271,1061,78,,,6.15,5.70,14.54,,,7.31,6.50,15.09
280,2022-05-15T00:00:00,,,172,288,1044,60,,,6.42,6.05,14.31,,,7.06,6.35,14.61
281,2022-05-16T00:00:00,,,133,182,711,35,,,4.96,3.83,9.74,,,6.88,6.24,14.48
282,2022-05-17T00:00:00,,,135,185,637,71,,,5.04,3.89,8.73,,,6.74,6.16,14.50
283,2022-05-18T00:00:00,,,201,270,1087,134,,,7.51,5.68,14.88,,,6.64,5.91,14.10
284,2022-05-19T00:00:00,,,172,278,1050,65,,,6.43,5.85,14.37,,,6.34,5.54,13.42
285,2022-05-20T00:00:00,,,132,276,931,73,,,4.93,5.81,12.74,,,5.92,5.26,12.76
286,2022-05-21T00:00:00,,,141,228,797,55,,,5.27,4.80,10.90,,,5.79,5.13,12.24
287,2022-05-22T00:00:00,,,135,196,675,46,,,5.05,4.13,9.23,,,5.60,4.86,11.51
288,2022-05-23T00:00:00,,,88,109,444,27,,,3.29,2.30,6.07,,,5.36,4.64,10.99
289,2022-05-24T00:00:00,,,77,108,400,34,,,2.88,2.28,5.47,,,5.05,4.41,10.52
290,2022-05-25T00:00:00,,,90,136,457,92,,,3.37,2.87,6.24,,,4.46,4.01,9.29
291,2022-05-26T00:00:00,,,118,200,830,69,,,4.42,4.22,11.33,,,4.17,3.77,8.85
292,2022-05-27T00:00:00,,,120,167,732,77,,,4.50,3.52,9.99,,,4.11,3.45,8.46
293,2022-05-28T00:00:00,,,103,192,657,192,,,3.86,4.05,8.97,,,3.91,3.34,8.19
294,2022-05-29T00:00:00,,,95,159,582,42,,,3.56,3.36,7.94,,,3.70,3.23,8.00
295,2022-05-30T00:00:00,,,62,93,351,41,,,2.33,1.96,4.79,,,3.56,3.18,7.82
296,2022-05-31T00:00:00,,,82,110,347,51,,,3.08,2.32,4.73,,,3.59,3.19,7.71
297,2022-06-01T00:00:00,,,133,193,619,85,,,4.99,4.08,8.44,,,3.82,3.36,8.03
298,2022-06-02T00:00:00,,,113,167,673,85,,,4.24,3.53,9.17,,,3.79,3.26,7.72
299,2022-06-03T00:00:00,,,101,149,566,72,,,3.79,3.15,7.71,,,3.69,3.21,7.39
300,2022-06-04T00:00:00,,,97,163,505,136,,,3.65,3.45,6.88,,,3.66,3.12,7.09
301,2022-06-05T00:00:00,,,60,127,443,80,,,2.26,2.68,6.03,,,3.48,3.02,6.82
302,2022-06-06T00:00:00,,,68,68,297,35,,,2.56,1.44,4.04,,,3.51,2.95,6.71
303,2022-06-07T00:00:00,,,78,80,288,91,,,2.93,1.69,3.92,,,3.49,2.86,6.60
304,2022-06-08T00:00:00,,,115,172,598,128,,,4.33,3.64,8.14,,,3.39,2.80,6.56
305,2022-06-09T00:00:00,,,87,141,541,138,,,3.27,2.98,7.36,,,3.26,2.72,6.30
306,2022-06-10T00:00:00,,,80,144,503,108,,,3.01,3.05,6.84,,,3.14,2.70,6.17
307,2022-06-11T00:00:00,,,90,135,511,89,,,3.39,2.86,6.95,,,3.11,2.62,6.18
308,2022-06-12T00:00:00,,,64,106,435,54,,,2.41,2.24,5.92,,,3.13,2.56,6.17
309,2022-06-13T00:00:00,,,46,68,231,12,,,1.73,1.44,3.14,,,3.01,2.56,6.04
310,2022-06-14T00:00:00,,,62,68,269,61,,,2.33,1.44,3.66,,,2.92,2.52,6.00
311,2022-06-15T00:00:00,,,81,104,532,69,,,3.05,2.20,7.23,,,2.74,2.32,5.87
312,2022-06-16T00:00:00,,,69,134,506,68,,,2.60,2.84,6.88,,,2.65,2.30,5.80
313,2022-06-17T00:00:00,,,80,128,559,89,,,3.01,2.71,7.60,,,2.65,2.25,5.91
314,2022-06-18T00:00:00,,,81,96,445,65,,,3.05,2.03,6.05,,,2.60,2.13,5.78
315,2022-06-19T00:00:00,,,67,115,382,49,,,2.53,2.44,5.19,,,2.61,2.16,5.68
316,2022-06-20T00:00:00,,,46,63,246,12,,,1.73,1.33,3.34,,,2.61,2.14,5.71
317,2022-06-21T00:00:00,,,85,67,333,78,,,3.21,1.42,4.52,,,2.74,2.14,5.83
318,2022-06-22T00:00:00,,,71,104,555,49,,,2.68,2.20,7.54,,,2.69,2.14,5.87
319,2022-06-23T00:00:00,,,82,125,628,53,,,3.09,2.65,8.53,,,2.76,2.11,6.11
